0,-1500,-1400,-1300,-1200,-1100,-1000,-900,-800,-700,-600,-500,-400,-300,-200,-100,0,100,200,300,400,500,600,700,800,900,1000,1100,1200,1300,1400,1500
1310,-0.097559,-0.11797,-0.2748,-0.16082,-0.13474,-0.070557,-0.18745,0.0040283,-0.1395,-0.094775,0,0,0,0,0,0,0,0,0,0,0,0,-0.35254,-0.084351,-0.15535,-0.35728,-0.12891,-0.2677,-0.19453,-0.28213,-0.46067
1310.1,-0.30176,-0.23633,-0.27891,-0.21689,-0.21394,-0.20142,-0.33425,-0.064746,-0.1676,-0.090869,0,0,0,0,0,0,0,0,0,0,0,0,-0.026147,-0.26072,-0.10127,-0.28762,-0.22441,-0.1562,-0.20442,-0.29893,-0.1947
1310.2,-0.30847,-0.12373,-0.19846,-0.11221,-0.18206,-0.20913,-0.10552,-0.18538,-0.19075,-0.13193,0,0,0,0,0,0,0,0,0,0,0,0,-0.14312,0.0070557,-0.19822,-0.21311,-0.25073,-0.25544,-0.24502,-0.28367,-0.26782
1310.3,-0.40405,0.0061768,-0.10974,-0.23325,-0.16372,-0.15757,-0.19573,-0.24653,-0.197,-0.091064,0,0,0,0,0,0,0,0,0,0,0,0,-0.28577,-0.16516,-0.21736,-0.23606,-0.29963,-0.28499,-0.28291,-0.33237,-0.42954
1310.4,-0.35803,-0.12175,-0.12878,-0.19248,-0.18713,-0.21309,-0.14949,-0.095215,-0.13201,0.032373,0,0,0,0,0,0,0,0,0,0,0,0,0.090991,-0.22222,-0.089355,-0.29578,-0.25144,-0.251,-0.31218,-0.42998,-0.41243
1310.5,-0.010303,-0.22393,-0.21682,-0.14912,-0.24802,0.014478,-0.20681,-0.22332,-0.12717,-0.017358,0,0,0,0,0,0,0,0,0,0,0,0,-0.063037,-0.056934,-0.151,-0.15879,-0.18501,-0.18311,-0.38391,-0.40562,-0.40823
1310.6,-0.16328,-0.10344,-0.1908,-0.17136,-0.24453,-0.3021,-0.18101,-0.29319,-0.17727,-0.13354,0,0,0,0,0,0,0,0,0,0,0,0,-0.07832,-0.26946,-0.10071,-0.2637,-0.12473,-0.21433,-0.28169,-0.41624,-0.44929
1310.7,-0.33835,-0.15767,-0.23726,-0.30923,-0.1321,-0.23354,-0.10896,-0.20828,-0.1822,-0.19963,0,0,0,0,0,0,0,0,0,0,0,0,-0.14434,-0.25847,-0.23755,-0.14692,-0.2687,-0.30088,-0.4032,-0.33784,-0.30505
1310.8,-0.38413,-0.20371,-0.14902,-0.22366,-0.15474,-0.27688,-0.097339,-0.16604,-0.19265,-0.062524,0,0,0,0,0,0,0,0,0,0,0,0,-0.15562,-0.016919,-0.31023,-0.25544,-0.28962,-0.33445,-0.40374,-0.42332,-0.54814
1310.9,-0.32056,-0.38816,-0.13018,-0.22771,-0.19268,-0.16934,-0.21199,-0.22876,-0.071313,-0.059082,0,0,0,0,0,0,0,0,0,0,0,0,-0.26201,-0.098022,-0.064526,-0.051636,-0.25518,-0.15723,-0.37646,-0.26084,-0.37109
1311,-0.11338,-0.33564,-0.33408,-0.0079346,-0.21262,-0.12385,-0.15937,-0.22507,-0.15154,-0.16995,0,0,0,0,0,0,0,0,0,0,0,0,-0.13745,-0.30027,-0.10728,-0.18638,-0.2865,-0.2644,-0.34436,-0.29919,-0.34495
1311.1,-0.034888,-0.18057,-0.1925,-0.19434,-0.1593,-0.21851,-0.16748,-0.22524,-0.032861,-0.16174,0,0,0,0,0,0,0,0,0,0,0,0,-0.19119,-0.19702,-0.23303,-0.040796,-0.20278,-0.34109,-0.27908,-0.40386,-0.38789
1311.2,-0.37776,-0.39817,-0.12573,0.067798,-0.29399,-0.29543,-0.24771,-0.098511,-0.1105,-0.07854,0,0,0,0,0,0,0,0,0,0,0,0,-0.23821,-0.14395,-0.15911,-0.17219,-0.24871,-0.30164,-0.33018,-0.37297,-0.34893
1311.3,-0.22078,-0.18777,-0.19351,-0.3418,-0.11953,-0.18101,-0.13269,-0.050146,-0.08562,-0.076758,0,0,0,0,0,0,0,0,0,0,0,0,-0.28508,-0.23181,-0.24731,-0.14458,-0.22646,-0.21992,-0.24192,-0.3614,-0.41501
1311.4,-0.22368,-0.26677,-0.18188,-0.41406,-0.31809,-0.14641,-0.27659,-0.075439,-0.16816,-0.14897,0,0,0,0,0,0,0,0,0,0,0,0,-0.13191,-0.1468,-0.28625,-0.29744,-0.22708,-0.34077,-0.4564,-0.34473,-0.41113
1311.5,-0.35486,-0.26843,-0.23684,-0.28113,-0.22402,-0.22236,-0.15042,-0.10859,-0.11228,-0.16089,0,0,0,0,0,0,0,0,0,0,0,0,-0.10811,-0.31643,-0.28303,-0.099316,-0.25266,-0.28853,-0.35098,-0.35264,-0.2959
1311.6,-0.39946,-0.16541,-0.17393,-0.19045,-0.12112,-0.25664,-0.21687,-0.065796,-0.21716,-0.13694,0,0,0,0,0,0,0,0,0,0,0,0,-0.085449,-0.22339,-0.32686,-0.15806,-0.24226,-0.25967,-0.34402,-0.37114,-0.35256
1311.7,-0.21025,-0.25957,-0.18137,-0.3228,-0.097046,-0.26431,-0.076489,-0.15835,-0.13535,-0.25652,0,0,0,0,0,0,0,0,0,0,0,0,-0.046045,-0.12183,-0.2637,-0.11355,-0.26575,-0.22817,-0.43865,-0.42119,-0.34275
1311.8,-0.19893,-0.22595,-0.27375,-0.16575,-0.15696,-0.14744,-0.20686,-0.16545,-0.14336,-0.21956,0,0,0,0,0,0,0,0,0,0,0,0,-0.060474,-0.21824,-0.17493,-0.20029,-0.25762,-0.23708,-0.41189,-0.34905,-0.4321
1311.9,-0.30994,-0.15452,-0.069556,-0.09812,-0.21284,-0.13921,-0.057129,-0.24673,-0.21914,-0.13496,0,0,0,0,0,0,0,0,0,0,0,0,-0.13796,-0.19888,-0.10923,-0.18333,-0.27136,-0.25701,-0.38325,-0.33474,-0.54026
1312,-0.28572,-0.1073,-0.19368,-0.14324,-0.17524,-0.13684,-0.065088,-0.11772,-0.19502,-0.24524,0,0,0,0,0,0,0,0,0,0,0,0,-0.12949,-0.21228,-0.12834,-0.2918,-0.24089,-0.32529,-0.28437,-0.29397,-0.46938
1312.1,-0.40244,-0.31526,-0.33491,-0.28494,-0.20942,-0.24026,-0.19478,-0.026196,-0.25881,-0.21501,0,0,0,0,0,0,0,0,0,0,0,0,-0.050562,-0.35024,-0.12163,-0.1053,-0.15967,-0.34109,-0.31448,-0.41709,-0.40339
1312.2,-0.18948,-0.39609,-0.18455,-0.18381,-0.15171,-0.10964,-0.1761,-0.28286,-0.10574,-0.11428,0,0,0,0,0,0,0,0,0,0,0,0,-0.17964,-0.15847,-0.061304,-0.20867,-0.3085,-0.32009,-0.39761,-0.32378,-0.44609
1312.3,-0.1885,-0.1635,-0.32598,-0.011475,-0.16931,-0.18179,-0.12275,-0.31313,-0.11528,-0.090625,0,0,0,0,0,0,0,0,0,0,0,0,-0.21262,-0.13582,-0.11563,-0.16453,-0.2686,-0.19883,-0.38062,-0.30828,-0.46177
1312.4,-0.38865,-0.14421,-0.40659,-0.15139,-0.18787,-0.23643,-0.18718,-0.14192,-0.24133,-0.16841,0,0,0,0,0,0,0,0,0,0,0,0,-0.18606,-0.22021,-0.13425,-0.13872,-0.25122,-0.30488,-0.24648,-0.44714,-0.33147
1312.5,-0.48345,-0.31694,-0.20706,-0.27192,-0.11299,-0.24749,-0.1241,-0.11628,-0.12129,-0.18481,0,0,0,0,0,0,0,0,0,0,0,0,-0.1436,-0.12927,-0.12764,-0.27104,-0.12236,-0.3092,-0.27615,-0.39905,-0.31895
1312.6,-0.30054,-0.1842,-0.11775,-0.17363,-0.059473,-0.25303,-0.12498,-0.15281,-0.16575,-0.13796,0,0,0,0,0,0,0,0,0,0,0,0,-0.092651,-0.29685,-0.25378,-0.23552,-0.18481,-0.30674,-0.45891,-0.30706,-0.18232
1312.7,-0.34438,-0.37444,-0.52371,-0.1366,-0.16467,-0.16223,-0.18384,-0.045654,-0.39009,-0.23293,0,0,0,0,0,0,0,0,0,0,0,0,-0.12151,-0.28325,-0.2509,-0.27339,-0.33997,-0.28076,-0.34487,-0.31067,-0.28528
1312.8,-0.12595,-0.25149,-0.10337,-0.21023,-0.22891,-0.089868,-0.151,-0.26106,-0.12012,-0.20808,0,0,0,0,0,0,0,0,0,0,0,0,-0.19094,-0.24067,-0.14441,-0.19507,-0.13228,-0.32053,-0.43254,-0.37151,-0.35332
1312.9,-0.27205,-0.29893,-0.11221,-0.16506,-0.19744,-0.13186,-0.36526,-0.17471,-0.17244,-0.057422,0,0,0,0,0,0,0,0,0,0,0,0,-0.075879,-0.38623,-0.17258,-0.30298,-0.2449,-0.36021,-0.34155,-0.41055,-0.36511
1313,-0.26602,-0.15693,-0.21296,-0.29565,-0.20483,-0.17439,-0.096851,0.0061523,-0.11301,-0.089771,0,0,0,0,0,0,0,0,0,0,0,0,-0.10571,-0.11472,-0.18884,-0.14746,-0.44746,-0.28462,-0.47114,-0.29023,-0.24851
